"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","116.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","4719","Department stores (4719)","Base 2015=100","107.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","4730","Retail sale of automotive fuel (4730)","Base 2015=100","107.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","132.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","156.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","5630","Bars (5630)","Base 2015=100","102.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","V3970","All retail businesses","Base 2015=100","114.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","113.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","118.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1320","All retail businesses, excluding motor trades","Base 2015=100","117.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","119"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","115.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","121.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","108.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","149.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","156.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","116"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","111"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","115.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","104.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201901","2019 January","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","120.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","45","Motor trades (45)","Base 2015=100","120.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","119.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","4719","Department stores (4719)","Base 2015=100","110.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","4730","Retail sale of automotive fuel (4730)","Base 2015=100","106.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","137"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","158.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","5630","Bars (5630)","Base 2015=100","102.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","V3970","All retail businesses","Base 2015=100","118.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","119"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","120"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1320","All retail businesses, excluding motor trades","Base 2015=100","118.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","120.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","118.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","123.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","109.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","151.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","159.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","120"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","110.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","114.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","102.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201902","2019 February","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","123"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","45","Motor trades (45)","Base 2015=100","118.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","118.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","4719","Department stores (4719)","Base 2015=100","107"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","4730","Retail sale of automotive fuel (4730)","Base 2015=100","105.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","124.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","160.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","5630","Bars (5630)","Base 2015=100","104.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","V3970","All retail businesses","Base 2015=100","118.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","117.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","119.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1320","All retail businesses, excluding motor trades","Base 2015=100","118.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","119.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","117.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","122.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","107.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","152.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","162.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","118.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","110.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","112.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","104.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201903","2019 March","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","117.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","45","Motor trades (45)","Base 2015=100","114.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","116.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","4719","Department stores (4719)","Base 2015=100","117.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","4730","Retail sale of automotive fuel (4730)","Base 2015=100","107.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","135.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","147.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","5630","Bars (5630)","Base 2015=100","103.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","V3970","All retail businesses","Base 2015=100","118"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","113.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","120.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1320","All retail businesses, excluding motor trades","Base 2015=100","119.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","121.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","116.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","125.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","109.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","156.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","170"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","115.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","110.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","113.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","104.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201904","2019 April","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","128.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","45","Motor trades (45)","Base 2015=100","113.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","117.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","4719","Department stores (4719)","Base 2015=100","109.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","4730","Retail sale of automotive fuel (4730)","Base 2015=100","105.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","132.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","160.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","5630","Bars (5630)","Base 2015=100","103.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","V3970","All retail businesses","Base 2015=100","118.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","112.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","120.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1320","All retail businesses, excluding motor trades","Base 2015=100","120.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","121.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","116.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","124.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","108.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","156.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","169.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","115.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","109.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","111"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","109"
"RSM05C04","Retail Sales Index Volume Adjusted","201905","2019 May","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","125.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","45","Motor trades (45)","Base 2015=100","115.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","118.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","4719","Department stores (4719)","Base 2015=100","102.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","4730","Retail sale of automotive fuel (4730)","Base 2015=100","104"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","130.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","164.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","5630","Bars (5630)","Base 2015=100","103.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","V3970","All retail businesses","Base 2015=100","119"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","114.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","120.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1320","All retail businesses, excluding motor trades","Base 2015=100","120.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","121.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","116.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","125.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","104.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","162.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","181.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","117"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","109"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","104.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","104.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201906","2019 June","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","122"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","45","Motor trades (45)","Base 2015=100","108.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","121.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","4719","Department stores (4719)","Base 2015=100","105.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","4730","Retail sale of automotive fuel (4730)","Base 2015=100","107.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","142.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","157.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","5630","Bars (5630)","Base 2015=100","101.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","V3970","All retail businesses","Base 2015=100","116.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","108.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","121.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1320","All retail businesses, excluding motor trades","Base 2015=100","119.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","122.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","120.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","124.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","109.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","162.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","176.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","118"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","107"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","103.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","105.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201907","2019 July","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","125.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","45","Motor trades (45)","Base 2015=100","110.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","121.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","4719","Department stores (4719)","Base 2015=100","99.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","4730","Retail sale of automotive fuel (4730)","Base 2015=100","102.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","133.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","158.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","5630","Bars (5630)","Base 2015=100","98.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","V3970","All retail businesses","Base 2015=100","118"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","108"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","121.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1320","All retail businesses, excluding motor trades","Base 2015=100","119.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","122.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","120.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","124.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","111.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","160.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","176"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","120.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","108.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","105.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","102.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201908","2019 August","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","122.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","45","Motor trades (45)","Base 2015=100","116.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","121.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","4719","Department stores (4719)","Base 2015=100","103.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","4730","Retail sale of automotive fuel (4730)","Base 2015=100","106.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","131.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","158.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","5630","Bars (5630)","Base 2015=100","99.6"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","V3970","All retail businesses","Base 2015=100","119.1"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","115.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","121.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1320","All retail businesses, excluding motor trades","Base 2015=100","119.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","122.3"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","120.4"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","123.5"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","109.9"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","159.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","176.2"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","117.8"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","107.7"
"RSM05C04","Retail Sales Index Volume Adjusted","201909","2019 September","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","106.4"
